0,530702035,800,223,167,93,0.0535714,0.11625,SARG04
1,502387690,800,232,174,99,0.0517241,0.12375,SARG04
2,1376693511,800,240,180,138,0.0166667,0.1725,SARG04
3,1877166739,800,250,187,97,0.0634921,0.12125,SARG04
4,419000713,800,218,163,53,0.109091,0.06625,SARG04
5,385778404,800,243,182,68,0.0983607,0.085,SARG04
6,2083182910,800,251,188,98,0.0634921,0.1225,SARG04
7,226181113,800,204,153,80,0.0588235,0.1,SARG04
8,1813982911,800,246,184,94,0.0645161,0.1175,SARG04
9,57217601,800,270,202,74,0.102941,0.0925,SARG04
